dish_name,countries_of_origin,ingredients
Cà Ri Gà,['Vietnam'],"['lemon', 'lime', 'sugar', 'garlic', 'salt', 'cilantro', 'sweet_potato', 'lime_leaf', 'fish', 'scallion', 'milk', 'coconut_milk', 'carrot', 'fish_sauce', 'lemon_gras', 'potato', 'pepper', 'onion', 'chili_pepper', 'ginger', 'coconut', 'curry_powder', 'chili', 'chicken']"
Kubaneh,"['Yemen', 'Israel']","['sugar', 'egg', 'water', 'honey', 'salt', 'yeast', 'butter', 'flour', 'sesame_seed']"
Lecsó,['Hungary'],"['bell_pepper', 'pepper', 'onion', 'oil', 'garlic', 'tomato', 'salt']"
Namkhaeng Sai,['Thailand'],"['jackfruit', 'sweet_corn', 'coconut_cream', 'fruit_cocktail', 'syrup', 'gras_jelly', 'red_bean', 'coconut_jelly', 'shaved_ice', 'sweetened_condensed_milk', 'pineapple', 'corn', 'bean', 'milk', 'ice', 'cream', 'gelatin_cube', 'gelatin', 'basil', 'rice', 'tapioca_pearl', 'fruit', 'palm_seed', 'coconut', 'glutinou_rice_ball', 'basil_seed']"
Ossenworst,['Netherlands'],"['pepper', 'sugar', 'coriander', 'mace', 'garlic', 'beef', 'nutmeg', 'clove', 'nitrate', 'salt']"
Jansson's Temptation,['Sweden'],"['cream', 'potato', 'pepper', 'bread_crumb', 'onion', 'garlic', 'dill', 'bread', 'butter', 'heavy_cream', 'anchovy', 'salt', 'milk']"
Tuna Casserole,"['Australia', 'United States', 'Finland', 'Canada']","['cream', 'celery', 'potato', 'pea', 'butter', 'tuna', 'egg', 'onion', 'noodle', 'potato_chip', 'cheese', 'mushroom', 'cheddar_cheese', 'bread', 'egg_noodle', 'bread_crumb', 'cream_of_mushroom_soup', 'milk']"
Tortilla De Chorizo,['Spain'],"['potato', 'pepper', 'egg', 'oil', 'onion', 'garlic', 'olive', 'olive_oil', 'salt', 'chorizo']"
Andrajos,['Spain'],"['mint', 'oil', 'hare', 'garlic', 'cod', 'olive_oil', 'tomato', 'rabbit', 'salt', 'white_wine', 'wheat_flour', 'green_bell_pepper', 'clam', 'saffron', 'wine', 'red_bell_pepper', 'olive', 'bay_leaf', 'flour', 'potato', 'wheat', 'pepper', 'onion', 'water', 'black_pepper', 'paprika']"
Acaçá,['Brazil'],"['cornmeal', 'coconut_milk', 'white_cornmeal', 'water', 'banana', 'coconut', 'banana_leaf', 'salt', 'milk']"
Ostropel,['Romania'],"['red_bell_pepper', 'stock', 'pepper', 'onion', 'vinegar', 'paprika', 'garlic', 'chicken_stock', 'tomato', 'salt', 'chicken']"
Kubdari,['Georgia'],"['cream', 'pepper', 'coriander', 'onion', 'water', 'paprika', 'black_pepper', 'garlic', 'cheese', 'red_pepper_flake', 'pork', 'cumin', 'beef', 'fenugreek', 'khmeli_suneli', 'flour', 'salt', 'sour_cream']"
Rookworst,['Netherlands'],"['pepper', 'coriander', 'water', 'allspice', 'garlic', 'bacon', 'pork', 'beef', 'nutmeg', 'clove', 'salt']"
Ham Chim Peng,"['Indonesia', 'Brunei', 'Malaysia', 'Cambodia', 'Philippines', 'Vietnam', 'Myanmar', 'Singapore', 'China', 'Laos', 'Thailand']","['sugar', 'oil', 'red_bean_paste', 'salt', 'alkaline_water', 'five_spice_powder', 'glutinou_rice_flour', 'wheat_flour', 'yeast', 'bean', 'milk', 'coconut_milk', 'spice', 'rice', 'flour', 'sesame_seed', 'baking_powder', 'wheat', 'water', 'coconut']"
Patlıcanlı Kebap,['Turkey'],"['eggplant', 'bell_pepper', 'parsley', 'pepper', 'oil', 'onion', 'black_pepper', 'garlic', 'olive', 'red_pepper_flake', 'cumin', 'beef', 'olive_oil', 'tomato', 'salt', 'lamb']"
Pizza-ghetti,['Canada'],"['spaghetti', 'pizza']"
Pease Pudding,['United Kingdom'],"['pea', 'ham_bone', 'pinch_of_nutmeg', 'pepper', 'onion', 'water', 'bacon', 'pinch_of_pepper', 'pinch_of_salt', 'nutmeg', 'butter', 'ham', 'yellow_split_pea', 'salt']"
Holishkes,"['Poland', 'Romania', 'Slovakia', 'Serbia', 'Croatia', 'Hungary', 'Lithuania', 'Slovenia']","['lemon', 'pepper', 'sugar', 'egg', 'onion', 'tomato_sauce', 'meat', 'carrot', 'salt', 'cabbage', 'garlic', 'lemon_juice', 'rice', 'ground_meat', 'bay_leaf', 'tomato', 'raisin', 'paprika']"
Svið,['Iceland'],"['potato', 'pepper', 'turnip', 'rutabaga', 'mashed_turnip', 'sheep_head', 'salt']"
Songpyeon,"['North Korea', 'South Korea']","['sugar', 'mugwort', 'sesame_seed', 'soybean', 'red_bean', 'water', 'black_bean', 'honey', 'glutinou_rice_flour', 'bean', 'chestnut', 'rice', 'jujube', 'flour', 'salt', 'pine_needle']"
Coca,['Spain'],"['yeast_sweet', 'oil', 'water', 'olive', 'savory_topping', 'yeast', 'flour', 'olive_oil', 'salt']"
Nargesi,['Iran'],"['spinach', 'pepper', 'yogurt', 'turmeric', 'egg', 'oil', 'onion', 'garlic', 'butter', 'tomato', 'salt']"
Crispbread,"['Finland', 'Sweden']","['wheat', 'caraway_seed', 'whole_wheat_flour', 'water', 'fennel_seed', 'oat', 'rye_flour', 'yeast', 'anise_seed', 'flour', 'fennel', 'salt']"
Tabbouleh,"['Syria', 'Lebanon']","['lemon', 'parsley', 'pepper', 'mint', 'wheat', 'oil', 'onion', 'bulgur_wheat', 'olive', 'lemon_juice', 'olive_oil', 'tomato', 'salt']"
Mee Ka Tee,"['Laos', 'Thailand']","['lime', 'bean_sprout', 'sugar', 'egg', 'noodle', 'garlic', 'prawn', 'cilantro', 'tamarind_paste', 'lime_juice', 'tofu', 'pork', 'rice_noodle', 'fish', 'bean', 'milk', 'tamarind', 'peanut', 'green_onion', 'coconut_milk', 'rice', 'hard_boiled_egg', 'shallot', 'red_curry_paste', 'fish_sauce', 'pepper', 'palm_sugar', 'onion', 'chili_pepper', 'coconut', 'chili']"
Woolton Pie,['United Kingdom'],"['cauliflower', 'whole_wheat_flour', 'salt', 'swede', 'parsley', 'oat', 'carrot', 'turnip', 'vegetable_stock', 'leek', 'flour', 'potato', 'margarine', 'pepper', 'celery', 'stock', 'parsnip', 'onion', 'wheat', 'water', 'rolled_oat', 'vegetable']"
Karedok,['Indonesia'],"['lime', 'bean_sprout', 'sugar', 'garlic', 'salt', 'tempeh', 'lime_juice', 'thai_basil', 'tofu', 'cucumber', 'long_bean', 'bean', 'peanut', 'tamarind', 'shrimp', 'basil', 'shallot', 'palm_sugar', 'fried_shallot', 'cabbage', 'shrimp_paste', 'chili']"
Pigs In Blankets,"['United Kingdom', 'Ireland']","['bacon', 'chipolata']"
Gordita,['Mexico'],"['lettuce', 'oil', 'avocado', 'tomato', 'salt', 'masa_harina', 'bean', 'refried_bean', 'chorizo', 'cream', 'salsa', 'nopale', 'shredded_chicken', 'cheese', 'sour_cream', 'water', 'black_bean', 'queso_fresco', 'chicken']"
Harissa,"['Western Sahara', 'Morocco', 'Mauritania', 'Egypt', 'Libya', 'Tunisia', 'Algeria']","['lemon', 'mint', 'oil', 'coriander_seed', 'cumin_seed', 'garlic', 'olive_oil', 'tomato', 'salt', 'caraway_seed', 'smoked_paprika', 'tomato_paste', 'olive', 'pepper', 'coriander', 'chili_pepper', 'cumin', 'lemon_juice', 'chili', 'paprika']"
Pata Tim,['Philippines'],"['starch', 'sugar', 'oil', 'brown_sugar', 'bok_choy', 'garlic', 'mushroom', 'peppercorn', 'corn_starch', 'corn', 'pork', 'wine', 'pork_leg', 'sesame_oil', 'chinese_cooking_wine', 'star_anise', 'soy_sauce', 'onion', 'water', 'oyster_sauce']"
Diples,['Greece'],"['walnut', 'lemon', 'vanilla', 'egg', 'sugar', 'oil', 'brandy', 'honey', 'orange_juice', 'lemon_zest', 'olive', 'cinnamon', 'olive_oil', 'ouzo', 'flour', 'orange', 'baking_powder']"
Chicken Paprikash,['Hungary'],"['bell_pepper', 'cream', 'pepper', 'tomato', 'onion', 'oil', 'broth', 'chicken_broth', 'chicken', 'garlic', 'sour_cream', 'butter', 'flour', 'lard', 'salt', 'paprika']"
Cheez-It,['United States'],"['annatto_extract', 'vegetable_oil', 'oil', 'cheese_made_with_skim_milk', 'paprika', 'enriched_flour', 'salt', 'cheese', 'vegetable', 'yeast', 'soy_lecithin', 'flour', 'paprika_oleoresin', 'milk']"
Bibikkan,['Sri Lanka'],"['sugar', 'cashew_nut', 'clove', 'salt', 'honey', 'grated_coconut', 'cinnamon', 'ginger_preserve', 'nutmeg', 'rice', 'flour', 'raisin', 'nut', 'jaggery', 'date', 'coconut', 'ginger', 'roasted_rice_flour', 'semolina', 'cardamom', 'cashew']"
Grahova pretepena juha,['Croatia'],"['cream', 'pepper', 'oil', 'onion', 'bean', 'vinegar', 'black_pepper', 'sausage', 'paprika', 'garlic', 'bay_leaf', 'flour', 'salt', 'sour_cream']"
Lobiani,['Georgia'],"['pepper', 'pastry_dough', 'egg', 'coriander', 'onion', 'garlic', 'cheese', 'chili_flake', 'kidney_bean', 'bean', 'chili', 'salt']"
Túrós Csusza,['Hungary'],"['cream', 'pepper', 'cottage_cheese', 'black_pepper', 'cheese', 'bacon', 'pasta', 'butter', 'salt', 'sour_cream']"
Crispy Pata,['Philippines'],"['peppercorn', 'pork_leg', 'oil', 'water', 'garlic', 'soy_sauce', 'pork', 'bay_leaf', 'vinegar', 'salt']"
Koshary,['Egypt'],"['lemon', 'chickpea', 'oil', 'garlic', 'tomato', 'salt', 'tomato_sauce', 'macaroni', 'vinegar', 'vegetable_oil', 'lentil', 'rice', 'pepper', 'onion', 'chili_sauce', 'cumin', 'lemon_juice', 'chili', 'vegetable']"
Sankaya Fak Thong,"['Cambodia', 'Laos', 'Thailand']","['coconut_milk', 'vanilla', 'sugar', 'egg', 'pumpkin', 'coconut', 'pandan_leaf', 'vanilla_extract', 'salt', 'milk']"
Koah-pau,"['China', 'Taiwan']","['bun', 'sugar', 'garlic', 'crushed_peanut', 'cilantro', 'five_spice_powder', 'rock_sugar', 'pork', 'wine', 'hoisin_sauce', 'rice_wine', 'peanut', 'spice', 'pickled_mustard_green', 'soy_sauce', 'rice', 'shallot', 'mustard', 'pork_belly', 'steamed_bun']"
General Tso's Chicken,"['United States', 'Canada', 'Taiwan']","['starch', 'sugar', 'oil', 'egg', 'garlic', 'salt', 'corn_starch', 'chicken_broth', 'corn', 'white_pepper', 'wine', 'rice_wine', 'hoisin_sauce', 'vinegar', 'scallion', 'cooking_oil', 'sesame_oil', 'soy_sauce', 'rice', 'sesame_seed', 'rice_vinegar', 'pepper', 'broth', 'broccoli', 'ginger', 'dried_red_chili_pepper', 'ketchup', 'chili', 'chicken']"
Cotriade,['France'],"['stock', 'parsley', 'fish', 'oil', 'onion', 'wine', 'white_wine', 'white_fish', 'thyme', 'fish_stock', 'garlic', 'olive', 'saffron', 'olive_oil', 'mussel', 'bay_leaf', 'tomato']"
Pie And Peas,['United Kingdom'],"['potato', 'pie', 'pea', 'pepper', 'mint', 'onion', 'mint_sauce', 'lard', 'gravy', 'butter', 'flour', 'salt']"
Popover,['United States'],"['egg', 'butter', 'flour', 'salt', 'milk']"
Focaccia,['Italy'],"['oil', 'water', 'olive', 'yeast', 'rosemary', 'flour', 'olive_oil', 'salt']"
Tartiflette,['France'],"['potato', 'onion', 'creme_fraiche', 'white_wine', 'reblochon_cheese', 'garlic', 'cheese', 'bacon', 'wine']"
Kransekage,"['Norway', 'Denmark']","['sugar', 'egg', 'marzipan', 'powdered_sugar', 'icing_sugar', 'almond', 'egg_white']"
Chocolate Praline,['Belgium'],"['cream', 'chocolate_liqueur', 'vanilla', 'sugar', 'nougat', 'chocolate', 'butter', 'salt', 'nut']"
Pastizz,['Malta'],"['pea', 'cheese', 'puff_pastry', 'mushy_pea', 'ricotta_cheese']"
Tepsi Baytinijan,['Iraq'],"['eggplant', 'parsley', 'pepper', 'oil', 'onion', 'black_pepper', 'garlic', 'olive', 'ground_beef', 'red_pepper_flake', 'cumin', 'beef', 'tomato_paste', 'olive_oil', 'crushed_red_pepper_flake', 'tomato', 'salt', 'ground_cumin']"
Crossing-the-bridge Noodles,['China'],"['bean_sprout', 'oil', 'egg', 'chili_oil', 'noodle', 'garlic', 'mushroom', 'chive', 'chrysanthemum_leaf', 'ham', 'salt', 'cilantro', 'bamboo_shoot', 'chicken_broth', 'garlic_chive', 'tofu', 'pork', 'rice_noodle', 'white_pepper', 'fish', 'scallion', 'bean', 'wood_ear_mushroom', 'rice', 'chicken_breast', 'pork_broth', 'quail_egg', 'pepper', 'fish_slice', 'pork_tenderloin', 'cured_ham', 'broth', 'tofu_skin', 'cabbage', 'chili', 'chicken']"
Dobara,['Algeria'],"['lemon', 'chickpea', 'oil', 'garlic', 'olive_oil', 'tomato', 'salt', 'cilantro', 'bean', 'bell_pepper', 'parsley', 'carrot', 'olive', 'potato', 'fava_bean', 'pepper', 'water', 'cumin', 'green_olive', 'lemon_juice', 'harissa', 'paprika']"
Kulfi,"['Pakistan', 'Bangladesh', 'Myanmar', 'India']","['sugar', 'rose_water', 'water', 'fruit', 'saffron', 'cardamom', 'milk', 'nut']"
Khao Tom,"['Laos', 'Thailand']","['lime', 'egg', 'garlic', 'salt', 'cilantro', 'lime_wedge', 'pork', 'fish', 'green_onion', 'shrimp', 'soy_sauce', 'rice', 'shallot', 'fish_sauce', 'pepper', 'onion', 'water', 'ginger', 'chicken']"
Misal Pav,['India'],"['lemon', 'oil', 'cumin_seed', 'garlic', 'bread', 'tomato', 'farsan', 'salt', 'cilantro', 'mustard_seed', 'green_chili', 'sprouted_moth_bean', 'red_chili_powder', 'bean', 'curry_leaf', 'goda_masala', 'ginger_garlic_paste', 'mustard', 'turmeric', 'onion', 'sev', 'water', 'ginger', 'cumin', 'pav', 'turmeric_powder', 'chili', 'garam_masala']"
Dim Sim,"['Australia', 'New Zealand']","['sugar', 'oil', 'garlic', 'minced_pork', 'beef', 'minced_beef', 'salt', 'wheat_flour_wrapper', 'pork', 'white_pepper', 'monosodium_glutamate', 'water_chestnut', 'sesame_oil', 'soy_sauce', 'mutton', 'flour', 'celery', 'wheat', 'pepper', 'onion', 'water', 'cabbage', 'minced_mutton', 'spring_onion', 'chestnut', 'ginger']"
Wonton,"['Hong Kong', 'Macau', 'China', 'Taiwan']","['starch', 'egg', 'oil', 'garlic', 'mushroom', 'corn_starch', 'corn', 'wheat_flour', 'pork', 'white_pepper', 'scallion', 'vinegar', 'shrimp', 'sesame_oil', 'soy_sauce', 'chicken_stock', 'flour', 'stock', 'wheat', 'pepper', 'water', 'cabbage', 'ginger', 'napa_cabbage', 'chicken']"
Meeshay,['Myanmar'],"['chickpea', 'bean_sprout', 'coriander', 'rice_flour_gel', 'onion', 'meat', 'noodle', 'chickpea_flour', 'garlic', 'meat_sauce', 'pork', 'rice_noodle', 'rice', 'flour', 'bean', 'chicken']"
Bacone,['United States'],"['hot_sauce', 'bell_pepper', 'pepper', 'egg', 'cheese', 'bacon', 'chive', 'salt']"
Bandeja Paisa,['Colombia'],"['plantain', 'arepa', 'black_pudding', 'lime', 'fried_egg', 'egg', 'white_rice', 'red_bean', 'hogao', 'ground_beef', 'avocado', 'beef', 'rice', 'bean', 'chicharron', 'chorizo', 'salad']"
Dutchie,['Canada'],"['unsalted_butter', 'sugar', 'egg', 'water', 'salt', 'cinnamon', 'yeast', 'glaze', 'butter', 'flour', 'icing', 'raisin', 'milk']"
Tàⁿ-á-mī,['Taiwan'],"['bean_sprout', 'egg', 'boiled_egg', 'noodle', 'garlic', 'chive', 'lard', 'minced_pork_lard', 'garlic_chive', 'pork', 'rice_noodle', 'fish', 'bean', 'shrimp', 'rice', 'shallot', 'fish_sauce', 'coriander', 'fried_shallot', 'shrimp_paste']"
Murături,"['Moldova', 'Romania']","['watermelon', 'bell_pepper', 'celery', 'pepper', 'beetroot', 'tomato', 'carrot', 'cabbage', 'cucumber', 'mushroom', 'turnip', 'green_tomato', 'cauliflower']"
Caesar,['Canada'],"['hot_sauce', 'lime_wedge', 'pickled_bean', 'vodka', 'worcestershire_sauce', 'celery', 'lime', 'pepper', 'bean', 'black_pepper', 'celery_stalk', 'clam_juice', 'clam', 'tomato_juice', 'celery_salt', 'tomato', 'salt']"
Bonda,['India'],"['potato', 'mustard', 'mustard_seed', 'turmeric', 'green_chili', 'coriander', 'coriander_leaf', 'garlic', 'ginger', 'red_chili_powder', 'chili', 'salt', 'besan', 'curry_leaf']"
Halloumi,['Cyprus'],"['rennet', 'mint', 'water', 'sheep_milk', 'sea_salt', 'goat', 'goat_milk', 'salt', 'milk']"
Dodol,['Indonesia'],"['coconut_milk', 'vanilla_extract', 'vanilla', 'palm_sugar', 'sugar', 'glutinou_rice_flour', 'coconut', 'pandan_leaf', 'rice', 'flour', 'salt', 'milk']"
Geera Pork,['Trinidad and Tobago'],"['pepper', 'lime', 'oil', 'onion', 'water', 'lime_juice', 'thyme', 'garlic', 'soy_sauce', 'pork', 'hot_pepper', 'cumin', 'green_seasoning', 'chadon_beni', 'tomato', 'salt', 'cilantro']"
Lokša,"['Slovakia', 'Czechia']","['potato', 'sugar', 'oil', 'egg', 'poppy_seed', 'water', 'milk', 'butter', 'flour', 'salt', 'fat']"
Irish Stew,['Ireland'],"['potato', 'mutton', 'lamb']"
Maafe,"['Ghana', 'Mali', 'Nigeria', 'Senegal']","['root_vegetable', 'onion', 'leaf', 'meat', 'cabbage', 'chicken', 'garlic', 'beef', 'tomato', 'vegetable', 'lamb', 'peanut']"
Bannock (Indigenous Food),"['Canada', 'United States']","['fat', 'water', 'lard', 'butter', 'flour', 'salt', 'baking_powder']"
Chilli Crab,"['Malaysia', 'Singapore']","['starch', 'lime', 'sugar', 'egg', 'garlic', 'tomato', 'salt', 'cilantro', 'crab', 'corn_starch', 'tomato_sauce', 'lime_juice', 'corn', 'butter', 'kaffir_lime_leaf', 'soy_sauce', 'shallot', 'pepper', 'chilli_sauce', 'onion', 'water', 'belacan', 'spring_onion', 'ginger', 'curry_powder']"
Seolleongtang,"['North Korea', 'South Korea']","['green_onion', 'pepper', 'kimchi', 'onion', 'water', 'noodle', 'garlic', 'brisket', 'soy_sauce', 'beef_bone', 'beef', 'rice', 'shank', 'salt']"
Piti,"['Kyrgyzstan', 'Armenia', 'Uzbekistan', 'Georgia', 'Tajikistan', 'Azerbaijan', 'Kazakhstan', 'Iran', 'Turkmenistan']","['dried_fruit', 'bell_pepper', 'potato', 'pepper', 'chickpea', 'turmeric', 'onion', 'fruit', 'garlic', 'chestnut', 'saffron', 'tomato', 'salt', 'lamb']"
Samlor Machu,['Cambodia'],"['lemon', 'lime', 'bean_sprout', 'oil', 'sugar', 'garlic', 'tomato', 'herb', 'salt', 'cilantro', 'tamarind_paste', 'pineapple', 'pork', 'fish', 'bean', 'milk', 'tamarind', 'kaffir_lime_leaf', 'spinach', 'coconut_milk', 'vegetable_oil', 'green_papaya', 'basil', 'pork_spare_rib', 'shallot', 'water_spinach', 'fish_sauce', 'fresh_herb_thai_basil', 'lemon_gras', 'pepper', 'galangal', 'water', 'black_pepper', 'coconut', 'lemon_juice', 'vegetable']"
Chana Masala,"['Pakistan', 'Bangladesh', 'India']","['lemon', 'chickpea', 'cumin_seed', 'garlic', 'amchur', 'tomato', 'cilantro', 'green_chili', 'red_chili_powder', 'coriander_powder', 'turmeric', 'onion', 'coriander', 'ginger', 'cumin', 'lemon_juice', 'turmeric_powder', 'chili', 'garam_masala']"
Alcapurria,['Puerto Rico'],"['ground_pork', 'oil', 'garlic', 'oregano', 'beef', 'tomato', 'salt', 'green_plantain', 'caper', 'crab', 'tomato_sauce', 'achiote', 'achiote_oil', 'meat', 'banana', 'crab_meat', 'pork', 'bell_pepper', 'cooking_oil', 'sofrito', 'plantain', 'olive', 'ground_beef', 'raisin', 'potato', 'yautia', 'pepper', 'onion', 'black_pepper', 'corned_beef', 'green_banana', 'cumin', 'chicken']"
Wandouhuang,['China'],"['pea', 'agar', 'gelatin', 'rose_extract', 'sugar', 'rose_water', 'water', 'yellow_pea', 'rock_sugar']"
Dressed Herring,"['Belarus', 'Poland', 'Moldova', 'Latvia', 'Russia', 'Lithuania', 'Ukraine']","['potato', 'beetroot', 'onion', 'carrot', 'herring', 'mayonnaise']"
Paella,['Spain'],"['lemon', 'shellfish', 'oil', 'garlic', 'olive_oil', 'rabbit', 'tomato', 'salt', 'pea', 'saffron', 'clam', 'mussel', 'rosemary', 'bean', 'chorizo', 'red_bell_pepper', 'shrimp', 'paprika', 'olive', 'rice', 'green_bean', 'pepper', 'water', 'chicken']"
Kure Reimen,['Japan'],"['sugar', 'egg', 'oil', 'boiled_egg', 'noodle', 'garlic', 'ham', 'chicken_broth', 'cucumber', 'scallion', 'vinegar', 'sesame_oil', 'soy_sauce', 'sesame_seed', 'mustard', 'wheat', 'wheat_noodle', 'broth', 'chicken']"
Brigadeiro,['Brazil'],"['unsalted_butter', 'chocolate_powder', 'vanilla', 'cocoa_powder', 'sprinkle', 'chocolate_sprinkle', 'sweetened_condensed_milk', 'chocolate', 'butter', 'vanilla_extract', 'milk', 'nut']"
Loukaniko,"['Greece', 'Cyprus']","['coriander_seed', 'garlic', 'oregano', 'red_wine', 'orange', 'salt', 'pork', 'wine', 'vinegar', 'fennel_seed', 'leek', 'bay_leaf', 'fennel', 'orange_peel', 'pepper', 'onion', 'coriander', 'black_pepper', 'lamb']"
Casado,['Costa Rica'],"['egg', 'white_rice', 'avocado', 'beef', 'sauteed_chicken', 'fried_plantain', 'grilled', 'fish', 'bean', 'plantain', 'sauteed_fish', 'cheese', 'rice', 'sauteed_beef', 'tortilla', 'black_bean', 'cooked_vegetable', 'vegetable', 'chicken', 'salad']"
Dovğa,['Azerbaijan'],"['spinach', 'yogurt', 'sorrel', 'chickpea', 'mint', 'egg', 'pepper', 'chervil', 'coriander', 'water', 'scallion', 'garlic', 'dill', 'rice', 'flour', 'salt']"
Scouse,['United Kingdom'],"['potato', 'celery', 'worcestershire_sauce', 'stock', 'pearl_barley', 'pepper', 'parsnip', 'onion', 'beef_stock', 'water', 'black_pepper', 'carrot', 'turnip', 'beef', 'leek', 'barley', 'salt', 'lamb']"
Ghapama,['Armenia'],"['dried_fruit', 'sugar', 'fruit', 'honey', 'pumpkin', 'cinnamon', 'rice', 'butter', 'nut']"
Popara,"['Greece', 'Bulgaria', 'Romania', 'Bosnia and Herzegovina', 'Serbia', 'Croatia', 'North Macedonia', 'Albania', 'Montenegro', 'Turkey', 'Slovenia']","['cream', 'sugar', 'egg', 'honey', 'cheese', 'bread', 'butter', 'milk']"
Ayam Bumbu Rujak,['Indonesia'],"['lemon', 'lime', 'sugar', 'oil', 'garlic', 'red_chili_pepper', 'salt', 'tamarind_paste', 'milk', 'tamarind', 'kaffir_lime_leaf', 'coconut_milk', 'candlenut', 'shallot', 'lemon_gras', 'pepper', 'turmeric', 'palm_sugar', 'coriander', 'galangal', 'ginger', 'coconut', 'chili', 'chicken']"
Arrosticini,['Italy'],"['pepper', 'oil', 'black_pepper', 'garlic', 'olive', 'olive_oil', 'rosemary', 'salt', 'lamb']"
Bánh Căn,['Vietnam'],"['lime', 'egg', 'oil', 'garlic', 'pork', 'squid', 'fish', 'bean', 'shrimp', 'rice', 'shallot', 'flour', 'fish_sauce', 'onion', 'water', 'rice_flour', 'spring_onion', 'chili', 'mung_bean']"
Sushi Pizza,['Canada'],"['tobiko', 'green_onion', 'raw_fish', 'onion', 'wasabi', 'pickled_ginger', 'spicy_mayo', 'nori_sheet', 'cucumber', 'soy_sauce', 'ginger', 'avocado', 'sushi_rice', 'nori', 'rice', 'fish', 'tuna', 'sesame_seed']"
Bubur Ketan Hitam,"['Indonesia', 'Malaysia', 'Thailand']","['coconut_milk', 'palm_sugar', 'sugar', 'black_glutinou_rice', 'coconut', 'rice', 'milk']"
Wurstsalat,"['Austria', 'Switzerland', 'Germany']","['mustard', 'pepper', 'oil', 'onion', 'sausage', 'cheese', 'pickle', 'chive', 'vinegar', 'salt', 'radish']"
Pan Bagnat,['France'],"['bun', 'egg', 'oil', 'black_olive', 'dijon_mustard', 'garlic', 'olive_oil', 'tomato', 'caper', 'green_bell_pepper', 'vinegar', 'anchovy', 'tuna', 'arugula', 'whole_wheat_bun', 'basil', 'olive', 'red_onion', 'hard_boiled_egg', 'mustard', 'wheat', 'pepper', 'onion']"
Wiener Würstchen,['Austria'],"['pepper', 'onion', 'onion_powder', 'water', 'garlic', 'bacon', 'pork', 'nutmeg', 'beef', 'veal', 'sheep_casing', 'salt', 'paprika']"
Pannenkoek,['Netherlands'],"['apple', 'egg', 'raisin_often_eaten_with_appelstroop', 'salt', 'cheese', 'bacon', 'butter', 'flour', 'raisin', 'milk']"
Mysore Pak,['India'],"['chickpea', 'sugar', 'water', 'chickpea_flour', 'cardamom_powder', 'ghee', 'flour', 'cardamom']"
Potjiekos,['South Africa'],"['potato', 'cooking_oil', 'spice', 'oil', 'onion', 'meat', 'dessert_wine', 'carrot', 'cabbage', 'corn', 'pumpkin', 'wine', 'tomato', 'vegetable', 'dutch_malay_spice']"
Suanmeitang,['China'],"['plum', 'water', 'sugar']"
Fèves Au Lard,['Canada'],"['mustard', 'pepper', 'syrup', 'maple_syrup', 'sugar', 'onion', 'tomato_sauce', 'water', 'navy_bean', 'bean', 'molass', 'ketchup', 'brown_sugar', 'bacon', 'tomato', 'salt']"
